-0.017961478	0.08079216	0.032089844	0.012895293	0.0818801	0.020200167	-0.043331984	0.039815616	-0.07773985	0.07348231	0.07184872	-0.018460963	0.036346056	0.025849259	-0.08643667	-0.022340346
0.007450661	0.0014571275	-0.051293306	0.06482355	0.045287594	0.027716188	-0.08381608	-0.0014810886	-0.07462358	0.07683163	0.08400594	-0.051872216	0.033742122	0.06031667	-0.0941731	-0.047834653
-0.048939876	-0.051483545	-0.0060900194	0.064812735	0.10660595	-0.023818273	0.003914701	0.036560897	-0.099325106	0.07881009	-0.018890103	-0.09429347	0.036096644	-0.0032880963	-0.071732916	0.021688055
0.012883273	0.008221383	-0.00044669627	0.014860207	0.019633409	0.0011254989	-0.002751203	0.014859925	-0.084636785	0.06549752	0.0451077	-0.0052676364	0.008269436	0.042464055	-0.012112014	-0.037455067
-0.03932151	-0.008740073	-0.072234154	0.018728914	0.013000631	0.020438079	-0.037950747	-0.03911973	-0.13804078	0.025440864	-0.028083568	-0.07747241	0.04441354	0.025785932	-0.085359894	0.0034235467
-0.0046052947	0.046744972	-0.050449442	-0.059959672	-0.0035576355	0.024233513	0.01637883	0.015688926	-0.021599306	0.066094026	-0.01986632	-0.07114669	-0.052065853	-0.026144924	-0.08623797	-0.013816035
-0.020601118	0.018227568	-0.033562247	0.031655174	0.030421117	0.05532192	-0.014404157	-0.025029147	-0.1313029	0.1531023	0.084525466	-0.06430203	0.05555166	0.0008382259	-0.13473296	-0.08312191
0.000778342	0.067287035	0.066805944	-0.015236528	0.061691493	0.01871641	-0.038560335	-0.019877579	-0.037102018	0.04314497	0.006817745	-0.08625125	0.004385426	0.02883623	-0.09532976	0.017889563
0.030518577	-0.0190805	0.009026037	0.061377965	0.11951374	-0.004712013	-0.03858524	-0.004169647	-0.024138397	-0.060439162	0.05557714	0.024701944	0.03375136	0.06341749	-0.074102044	0.0023142707
0.05074617	-0.023781728	0.002237822	0.040861543	0.062964655	0.015108741	-0.04321166	0.016530653	-0.037287068	0.08191898	0.051766735	-0.023496484	0.063738026	-0.033472393	-0.050990492	-0.08297751
0.05498754	0.016003445	0.0010072683	0.08169435	0.056155056	0.00073660363	-0.085043706	0.08690238	-0.08869019	0.032506887	0.05248461	-0.00029639225	-0.03873472	0.038494866	-0.0568678	0.011057141
-0.0353693	0.05766266	-0.03951978	-0.009408581	-0.036882535	-0.004839931	-0.020000782	-0.010811379	-0.05308892	0.057661775	0.11431514	-0.012648355	0.07837447	0.040018447	-0.079879716	-0.04245608
0.016761394	0.06788959	0.0334605	0.076571494	0.03535009	0.028307714	0.08429982	0.031882226	-0.07318458	0.052671947	-0.02376372	-0.06681992	0.03407241	0.057012092	-0.014745256	0.008770131
-0.047774196	0.02927636	0.04952352	0.03937112	0.01622511	0.048791286	-0.118354104	-0.034242988	-0.10990499	0.09853699	0.019543476	0.007954351	-0.039656214	0.053008184	-0.019784624	0.048384506
-0.06190952	-0.016204296	-0.009573213	6.426113e-05	0.07414709	-0.032029673	-0.004358061	-0.0067473245	-0.08651394	-0.020074291	0.0046881684	-0.07673171	-0.014901399	0.013249146	-0.027076159	-0.10167428
-0.011556138	-0.031495556	-0.0076482473	0.08688593	0.113612376	0.025835885	-0.12771234	-0.10708794	-0.04106895	0.08948947	-0.0074024354	-0.016253	-0.011394186	0.004237131	-0.08188426	0.011997084
-0.019702036	0.031424336	0.031987105	-0.0067662904	0.026063927	0.021453705	0.011737729	-0.011435365	0.012163246	-0.010720186	0.0027924946	-0.06702755	-0.02300197	-0.0108191315	-0.04322755	-0.0031812764
-0.03475913	-0.025484018	-0.10773719	0.027847974	0.040088393	0.058741435	-0.039310705	-0.060718976	-0.081790164	0.062616445	0.03663799	-0.03067964	0.02903137	0.045158893	-0.11596211	-0.033912316
-0.04247606	0.043595914	-0.053581398	-0.013660149	0.04249834	-0.0148679875	-0.062170174	0.00208989	-0.041209765	0.032324947	0.023529785	-0.06637301	-0.005285894	0.023204023	-0.05667922	-0.00085080793
-0.0047629178	-0.038841046	-0.07998533	0.043752123	0.00034317537	-0.06664772	-0.0261466	-0.110430904	-0.034665443	0.15134393	0.07884876	-0.03653723	0.006361682	0.03542057	-0.14196101	-0.022987736
0.0006501609	0.0022240109	-0.030849027	-0.03190586	0.07917282	0.06016043	0.038980592	-0.030433973	0.05971431	0.069896296	-0.02198252	0.024416674	0.059123684	-0.061913308	-0.00359801	0.03988383
0.018882385	0.039493542	-0.008885443	0.023906406	-0.063308805	0.062052947	-0.016806684	0.023408664	0.028447323	0.122299366	0.04933704	-0.028589072	0.004695542	0.058982823	-0.04703542	-0.027820772
0.0533394	-0.06521419	-0.19824088	0.011857848	0.083862446	-0.08964928	-0.07520938	0.06855013	-0.03040552	-0.016800344	0.095972426	-0.09725105	-0.05109236	-0.06550793	0.074612476	-0.042146742
-0.042691007	0.109857075	0.0047265654	-0.0252986	0.068713054	0.097871125	-0.11216163	-0.04593159	0.052193865	0.18902051	0.08693007	0.025110299	-0.036535583	0.044397805	-0.012266536	-0.030817527
-0.0035501404	-0.07453153	-0.10285374	0.027909977	0.057035014	0.030546568	0.019019522	-0.040648475	0.007842418	-0.026096711	-0.02566533	0.06224864	0.045621652	0.022539565	0.008824026	-0.027290901
